Evidence ID,Source Module,Source Zip (Inventory),Manifest Name,Category,Present In Source Zip,Also In addons_extra.zip,Preliminary Classification,Classification Rule,Status
PS04-MOD-1163,spreadsheet_dashboard,02 OTHER.zip,Spreadsheet dashboard,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1164,spreadsheet_dashboard_account,02 OTHER.zip,Spreadsheet dashboard for accounting,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1165,spreadsheet_dashboard_account_accountant,02 OTHER.zip,Spreadsheet dashboard for accounting,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1166,spreadsheet_dashboard_crm,02 OTHER.zip,Spreadsheet dashboard for CRM,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1167,spreadsheet_dashboard_documents,02 OTHER.zip,Spreadsheet Documents,Productivity/Documents,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1168,spreadsheet_dashboard_edition,02 OTHER.zip,Spreadsheet dashboard edition,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1169,spreadsheet_dashboard_event_sale,02 OTHER.zip,Spreadsheet dashboard for events,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1170,spreadsheet_dashboard_helpdesk,02 OTHER.zip,Spreadsheet dashboard for helpdesk,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1171,spreadsheet_dashboard_hr_expense,02 OTHER.zip,Spreadsheet dashboard for expenses,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1172,spreadsheet_dashboard_hr_payroll,02 OTHER.zip,Spreadsheet dashboard for payroll,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1173,spreadsheet_dashboard_hr_referral,02 OTHER.zip,Spreadsheet dashboard for recruitment,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1174,spreadsheet_dashboard_hr_timesheet,02 OTHER.zip,Spreadsheet dashboard for time sheets,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1175,spreadsheet_dashboard_im_livechat,02 OTHER.zip,Spreadsheet dashboard for live chat,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1176,spreadsheet_dashboard_marketing_automation,02 OTHER.zip,Spreadsheet dashboard for marketing automation,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1177,spreadsheet_dashboard_mrp_account,02 OTHER.zip,Spreadsheet dashboard for manufacturing,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1178,spreadsheet_dashboard_pos_hr,02 OTHER.zip,Spreadsheet dashboard for point of sale,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1179,spreadsheet_dashboard_pos_restaurant,02 OTHER.zip,Spreadsheet dashboard for restaurants,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1180,spreadsheet_dashboard_purchase_stock,02 OTHER.zip,Spreadsheet dashboard for purchases,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1181,spreadsheet_dashboard_sale,02 OTHER.zip,Spreadsheet dashboard for sales,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1182,spreadsheet_dashboard_sale_renting,02 OTHER.zip,Spreadsheet dashboard for rental,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1183,spreadsheet_dashboard_sale_subscription,02 OTHER.zip,Spreadsheet dashboard for subscriptions,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1184,spreadsheet_dashboard_sale_timesheet,02 OTHER.zip,Spreadsheet dashboard for time sheets,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1185,spreadsheet_dashboard_stock,02 OTHER.zip,Spreadsheet dashboard for stock,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1186,spreadsheet_dashboard_stock_account,02 OTHER.zip,Spreadsheet dashboard for stock,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1187,spreadsheet_dashboard_website_sale,02 OTHER.zip,Spreadsheet dashboard for eCommerce,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1188,spreadsheet_dashboard_website_sale_slides,02 OTHER.zip,Spreadsheet dashboard for eLearning,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1189,spreadsheet_edition,02 OTHER.zip,Spreadsheet,Productivity/Dashboard,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1190,spreadsheet_sale_management,02 OTHER.zip,Sale order spreadsheet,Sales/Sales,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1191,stock,02 OTHER.zip,Inventory,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1192,stock_account,02 OTHER.zip,WMS Accounting,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1193,stock_accountant,02 OTHER.zip,Stock Accounting,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1194,stock_barcode,02 OTHER.zip,Barcode,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1195,stock_barcode_barcodelookup,02 OTHER.zip,Stock Barcode - Barcode Lookup,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1196,stock_barcode_mrp,02 OTHER.zip,MRP Barcode,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1197,stock_barcode_mrp_subcontracting,02 OTHER.zip,Subcontract with Barcode,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1198,stock_barcode_picking_batch,02 OTHER.zip,Barcode for Batch Transfer,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1199,stock_barcode_product_expiry,02 OTHER.zip,Barcode Expiry,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1200,stock_barcode_quality_control,02 OTHER.zip,Barcode Quality bridge module,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1201,stock_barcode_quality_control_picking_batch,02 OTHER.zip,Barcode/Quality/Batch Transfer bridge module,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1202,stock_barcode_quality_mrp,02 OTHER.zip,Barcode Quality MRP module,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1203,stock_delivery,02 OTHER.zip,Delivery - Stock,Shipping Connectors,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1204,stock_dropshipping,02 OTHER.zip,Drop Shipping,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1205,stock_enterprise,02 OTHER.zip,Stock enterprise,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1206,stock_fleet,02 OTHER.zip,Stock Transport,,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1207,stock_fleet_enterprise,02 OTHER.zip,Stock Transport Enterprise,,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1208,stock_intrastat,02 OTHER.zip,Stock Intrastat,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1209,stock_landed_costs,02 OTHER.zip,WMS Landed Costs,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1210,stock_maintenance,02 OTHER.zip,Stock - Maintenance,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1211,stock_picking_batch,02 OTHER.zip,Warehouse Management: Batch Transfer,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1212,stock_sms,02 OTHER.zip,Stock - SMS,Supply Chain/Inventory,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1213,survey,02 OTHER.zip,Surveys,Marketing/Surveys,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1214,survey_crm,02 OTHER.zip,Survey CRM,Marketing/Surveys,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1215,test_access_rights,02 OTHER.zip,test of access rights and rules,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1216,test_action_bindings,02 OTHER.zip,Test Action Bindings,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1217,test_ai_fields,02 OTHER.zip,Test AI Field,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1218,test_appointment_full,02 OTHER.zip,Appointment Testing Module,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1219,test_assetsbundle,02 OTHER.zip,test-assetsbundle,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1220,test_auth_custom,02 OTHER.zip,Tests that custom auth works & is not impaired by CORS,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1221,test_base_automation,02 OTHER.zip,Test - Base Automation,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1222,test_convert,02 OTHER.zip,test_convert,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1223,test_converter,02 OTHER.zip,test-field-converter,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1224,test_crm_full,02 OTHER.zip,Test Full Crm Flow,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1225,test_data_cleaning,02 OTHER.zip,Test Data Cleaning,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1226,test_data_module,02 OTHER.zip,test module to test data only modules,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1227,test_data_module_install,02 OTHER.zip,test installation of data module,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1228,test_discuss_full,02 OTHER.zip,Test Discuss (full),Productivity/Discuss,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1229,test_discuss_full_enterprise,02 OTHER.zip,Test Discuss Full Enterprise,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1230,test_documents_full,02 OTHER.zip,Documents Testing Module,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1231,test_event_full,02 OTHER.zip,Test Full Event Flow,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1232,test_event_full_enterprise,02 OTHER.zip,Event Test (all modules),Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1233,test_html_field_history,02 OTHER.zip,Test - html_field_history,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1234,test_http,02 OTHER.zip,Test HTTP,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1235,test_import_export,02 OTHER.zip,Test - Import & Export,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1236,test_inherit,02 OTHER.zip,test-inherit,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1237,test_inherit_depends,02 OTHER.zip,test-inherit-depends,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1238,test_inherits,02 OTHER.zip,test-inherits,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1239,test_inherits_depends,02 OTHER.zip,test-inherits-depends,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1240,test_install_auto,02 OTHER.zip,test_install_auto,Hidden/Tools,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1241,test_install_base,02 OTHER.zip,test_install_base,Hidden/Tools,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1242,test_install_fail,02 OTHER.zip,test_install_fail,Hidden/Tools,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1243,test_l10n_be_hr_payroll_account,02 OTHER.zip,Test Belgian Payroll,Human Resources,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1244,test_l10n_hk_hr_payroll_account,02 OTHER.zip,Test Hong Kong Payroll,Human Resources,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1245,test_l10n_us_hr_payroll_account,02 OTHER.zip,Test US Payroll,Human Resources,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1246,test_lint,02 OTHER.zip,test-lint,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1247,test_mail,02 OTHER.zip,Mail Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1248,test_mail_enterprise,02 OTHER.zip,Mail Tests (Enterprise),Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1249,test_mail_full,02 OTHER.zip,Mail Tests (Full),Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1250,test_mail_sms,02 OTHER.zip,SMS Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1251,test_main_flows,02 OTHER.zip,Test Main Flow,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1252,test_marketing_automation,02 OTHER.zip,Marketing Automation Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1253,test_mass_mailing,02 OTHER.zip,Mass Mail Tests,Marketing/Email Marketing,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1254,test_mimetypes,02 OTHER.zip,test mimetypes-guessing,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1255,test_orm,02 OTHER.zip,Test ORM,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1256,test_read_group,02 OTHER.zip,test of (formatted/web)_read_group,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1257,test_resource,02 OTHER.zip,Test - Resource,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1258,test_rpc,02 OTHER.zip,Test RPC,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1259,test_sale_product_configurators,02 OTHER.zip,Sale Product Configurators Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1260,test_sale_purchase_edi_ubl,02 OTHER.zip,Test - Sale & Purchase Order EDI,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1261,test_sale_subscription,02 OTHER.zip,Test Sale Subscription,Sales/Subscriptions,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1262,test_search_panel,02 OTHER.zip,test_search_panel,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1263,test_sign,02 OTHER.zip,Test Sign,Sales/Sign,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1264,test_spreadsheet,02 OTHER.zip,Spreadsheet Test,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1265,test_spreadsheet_edition,02 OTHER.zip,Spreadsheet Test,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1266,test_testing_utilities,02 OTHER.zip,Test testing utilities,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1267,test_themes,02 OTHER.zip,Themes Testing Module,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1268,test_timer,02 OTHER.zip,Timer Tests,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1269,test_translation_import,02 OTHER.zip,test-translation-import,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1270,test_uninstall,02 OTHER.zip,test-uninstall,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1271,test_web_cohort,02 OTHER.zip,Web Cohort Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1272,test_web_gantt,02 OTHER.zip,Web Gantt Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1273,test_web_studio,02 OTHER.zip,Web Studio Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1274,test_website,02 OTHER.zip,Website Test,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1275,test_website_modules,02 OTHER.zip,Website Modules Test,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1276,test_website_sale_full,02 OTHER.zip,Website Sale Full Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1277,test_website_slides_full,02 OTHER.zip,Test Full eLearning Flow,Hidden/Tests,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1278,test_whatsapp,02 OTHER.zip,WhatsApp Tests,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,test module naming,OBSERVED
PS04-MOD-1279,theme_anelusia,02 OTHER.zip,Anelusia Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1280,theme_artists,02 OTHER.zip,Artists Theme,Theme/Creative,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1281,theme_avantgarde,02 OTHER.zip,Avantgarde Theme,Theme/Creative,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1282,theme_aviato,02 OTHER.zip,Aviato Theme,Theme/Creative,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1283,theme_beauty,02 OTHER.zip,Beauty Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1284,theme_bewise,02 OTHER.zip,Be Wise Theme,Theme/Education,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1285,theme_bistro,02 OTHER.zip,Bistro Theme,Theme/Food,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1286,theme_bookstore,02 OTHER.zip,Bookstore Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1287,theme_buzzy,02 OTHER.zip,Buzzy Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1288,theme_clean,02 OTHER.zip,Clean Theme,Theme/Services,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1289,theme_cobalt,02 OTHER.zip,Cobalt Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1290,theme_common,02 OTHER.zip,Theme Common,Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1291,theme_default,02 OTHER.zip,Default Theme,Theme,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1292,theme_enark,02 OTHER.zip,Enark Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1293,theme_graphene,02 OTHER.zip,Graphene Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1294,theme_kea,02 OTHER.zip,Kea Theme,Theme/Technology,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1295,theme_kiddo,02 OTHER.zip,Kiddo Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1296,theme_loftspace,02 OTHER.zip,Loftspace Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1297,theme_monglia,02 OTHER.zip,Monglia Theme,Theme/Services,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1298,theme_nano,02 OTHER.zip,Nano Theme,Theme/Lifestyle,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1299,theme_notes,02 OTHER.zip,Notes & Play Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1300,theme_odoo_experts,02 OTHER.zip,Experts Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1301,theme_orchid,02 OTHER.zip,Orchid Theme,Theme/Retail,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1302,theme_paptic,02 OTHER.zip,Paptic Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1303,theme_real_estate,02 OTHER.zip,Real Estate Theme,Theme/Services,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1304,theme_test_custo,02 OTHER.zip,Custom Theme (Testing suite),Theme/Hidden,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1305,theme_treehouse,02 OTHER.zip,Treehouse Theme,Theme/Environment,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1306,theme_vehicle,02 OTHER.zip,Vehicle Theme,Theme/Services,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1307,theme_yes,02 OTHER.zip,Yes Theme,Theme/Personal,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1308,theme_zap,02 OTHER.zip,Zap Theme,Theme/Corporate,YES,NO,TEST-DEMO-THEME-NOISE-CANDIDATE,theme_ prefix,OBSERVED
PS04-MOD-1309,timer,02 OTHER.zip,Timer,Services/Timesheets,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1310,timesheet_grid,02 OTHER.zip,Timesheets,Services/Timesheets,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1311,timesheet_grid_holidays,02 OTHER.zip,Timesheets And Timeoff,Services/Timesheets,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1312,transifex,02 OTHER.zip,Transifex integration,Hidden/Tools,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1313,uom,02 OTHER.zip,Units of measure,Sales/Sales,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1314,utm,02 OTHER.zip,UTM Trackers,Marketing,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1315,voip,02 OTHER.zip,Phone,Productivity/Phone,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
PS04-MOD-1316,voip_ai,02 OTHER.zip,Phone - AI,Productivity/Phone,YES,NO,CANDIDATE-POOL,no exclusion rule matched,OBSERVED
